idProduct,idCategory,avg,low,trend,avg1,avg7,avg30
814519,1611,10.54,5.0,8.88,19.99,10.37,7.91
814520,1611,0.13,0.02,0.11,0.02,0.16,0.13
814521,1611,0.17,0.02,0.18,0.16,0.15,0.11
814522,1611,0.11,0.02,0.12,0.08,0.07,0.1
814523,1611,0.12,0.02,0.09,0.1,0.12,0.15
814524,1611,1.23,0.09,1.04,0.57,1.22,1.04
814525,1611,0.09,0.02,0.11,0.08,0.08,0.12
814526,1611,5.12,3.49,5.51,4.0,5.51,5.7
814527,1611,6.77,4.9,6.07,6.0,6.37,6.75
814528,1611,16.28,19.88,23.2,25.75,23.18,16.64
816747,1611,0.07,0.02,0.07,0.05,0.05,0.07
816748,1611,0.06,0.02,0.08,0.1,0.07,0.06
816749,1611,0.17,0.02,0.16,0.33,0.19,0.17
816750,1611,0.06,0.02,0.07,0.02,0.09,0.06
816751,1611,0.55,0.18,0.53,0.69,0.61,0.73
816752,1611,0.07,0.02,0.12,0.02,0.08,0.09
816753,1611,0.04,0.02,0.09,0.06,0.04,0.07
816754,1611,0.12,0.02,0.1,0.11,0.1,0.11
816755,1611,0.35,0.02,0.25,0.03,0.34,0.26
816756,1611,0.04,0.02,0.05,0.02,0.04,0.06
816757,1611,0.04,0.02,0.05,0.05,0.05,0.05
816758,1611,0.06,0.02,0.08,0.02,0.08,0.06
816759,1611,0.05,0.02,0.07,0.02,0.05,0.07
816760,1611,0.84,0.2,0.71,1.2,0.81,1.1
816761,1611,1.29,0.8,1.33,1.4,1.31,1.22
816762,1611,18.13,17.87,19.7,19.41,19.16,19.06
816763,1614,12.5,11.79,13.11,,,
816764,1614,12.91,11.89,13.07,,,
816765,1611,0.08,0.02,0.07,0.1,0.07,0.1
816766,1611,0.08,0.02,0.08,0.1,0.07,0.09
816767,1611,0.07,0.02,0.15,0.2,0.11,0.15
816768,1611,0.11,0.02,0.1,0.07,0.12,0.1
816769,1611,1.56,0.8,1.82,0.9,1.7,1.34
816770,1611,0.12,0.02,0.1,0.05,0.08,0.09
816771,1611,0.09,0.02,0.09,0.05,0.09,0.07
816772,1611,0.12,0.02,0.1,0.05,0.14,0.1
816773,1611,0.11,0.02,0.27,0.2,0.27,0.32
816774,1611,0.1,0.02,0.11,0.04,0.08,0.1
816775,1611,0.59,0.15,0.48,0.7,0.55,0.71
816776,1611,0.04,0.02,0.07,0.07,0.06,0.09
816777,1611,0.14,0.02,0.13,0.02,0.16,0.12
816778,1611,2.04,1.0,1.83,1.95,1.92,1.93
816779,1611,1.56,1.0,1.59,2.9,1.89,1.63
816780,1611,1.72,1.0,1.41,1.7,1.63,1.86
816781,1611,1.54,0.4,1.27,1.2,1.52,1.66
816782,1611,2.2,1.4,1.94,1.98,2.17,2.11
816783,1611,2.03,1.45,2.12,1.56,1.71,1.86
816784,1611,0.08,0.02,0.06,0.05,0.07,0.09
816785,1611,0.12,0.02,0.11,0.1,0.13,0.1
816786,1611,0.07,0.02,0.07,0.1,0.08,0.09
816787,1611,0.1,0.02,0.1,0.04,0.1,0.07
816788,1611,0.32,0.08,0.37,0.2,0.3,0.29
816789,1611,0.09,0.02,0.05,0.05,0.08,0.1
816790,1611,0.12,0.02,0.06,0.07,0.11,0.09
816791,1611,0.3,0.02,0.27,0.05,0.32,0.2
816792,1611,0.15,0.02,0.16,0.05,0.14,0.18
816793,1611,0.12,0.02,0.12,0.04,0.11,0.1
816794,1611,0.64,0.44,0.52,0.58,0.61,0.82
816795,1611,0.07,0.02,0.1,0.24,0.07,0.06
816796,1611,0.12,0.02,0.16,0.04,0.14,0.13
816797,1611,1.62,0.89,1.53,1.4,1.56,1.66
816798,1611,1.67,1.29,1.6,1.48,1.59,1.78
816799,1611,2.0,1.0,2.14,5.0,2.47,1.96
816800,1611,1.6,1.0,1.42,1.25,1.43,1.55
816801,1611,1.7,0.99,1.79,1.72,1.87,1.65
816802,1611,1.99,0.9,1.86,1.86,1.77,1.8
817731,1611,0.58,0.2,0.02,0.25,0.51,0.66
817732,1611,9.5,8.0,8.24,9.5,10.47,10.47
817733,1611,,90.0,55.0,55.0,55.0,55.0
817736,1611,0.08,0.02,0.08,0.07,0.09,0.05
817737,1611,0.06,0.02,0.05,0.02,0.07,0.1
817738,1611,0.03,0.02,0.04,0.05,0.03,0.04
817739,1611,0.05,0.02,0.06,0.06,0.04,0.06
817740,1611,0.09,0.02,0.07,0.02,0.06,0.07
817741,1611,0.08,0.02,0.08,0.02,0.11,0.07
817742,1611,0.04,0.02,0.06,0.2,0.08,0.05
817743,1611,0.05,0.02,0.05,0.1,0.05,0.05
817744,1611,0.06,0.02,0.06,0.18,0.06,0.06
817745,1611,9.16,9.0,8.21,8.0,8.9,9.69
817746,1611,10.0,14.5,15.1,18.73,17.71,18.98
817747,1611,91.5,69.0,79.45,93.0,88.7,98.27
817748,1611,60.0,60.0,46.41,60.0,64.29,67.36
817749,1611,950.0,700.0,741.67,950.0,764.73,686.55
817750,1611,0.11,0.02,0.1,0.24,0.1,0.06
817751,1611,89.47,80.0,76.21,88.95,89.14,97.8
817752,1611,1.63,1.19,1.68,1.99,1.61,1.69
817753,1611,0.1,0.02,0.09,0.24,0.08,0.08
817754,1611,59.0,58.0,43.23,58.0,62.86,76.06
817755,1611,1.4,0.94,1.35,0.99,1.45,1.53
818245,1611,0.22,0.02,0.21,0.25,0.24,0.21
818249,1611,0.64,0.2,0.79,0.5,0.79,0.63
818255,1611,0.07,0.02,0.15,0.15,0.13,0.12
818257,1611,0.16,0.02,0.19,0.1,0.14,0.15
818258,1611,0.21,0.02,0.24,0.5,0.3,0.26
818259,1611,0.27,0.02,0.36,0.49,0.48,0.3
818261,1611,0.67,0.4,0.29,0.81,0.64,1.42
818262,1611,2.19,1.0,0.45,1.59,2.2,4.87
818263,1611,0.4,0.1,0.02,0.25,0.15,0.85
818264,1611,0.61,0.39,0.14,0.44,0.64,1.46
818265,1611,0.94,0.5,0.12,0.93,1.13,2.5
818266,1611,1.02,0.19,0.89,1.0,1.24,1.04
818267,1612,0.3,0.25,0.27,,,
818268,1612,4.9,3.0,5.1,,,
818285,1611,0.04,0.02,0.06,0.04,0.06,0.04
818286,1611,0.02,0.02,0.03,0.02,0.02,0.03
818287,1611,0.03,0.02,0.05,0.08,0.06,0.05
818288,1611,0.02,0.02,0.03,0.02,0.02,0.05
818289,1611,0.03,0.02,0.03,0.05,0.04,0.09
818290,1611,0.04,0.02,0.04,0.05,0.04,0.05
818291,1611,0.17,0.02,0.13,0.11,0.13,0.16
818292,1611,0.03,0.02,0.03,0.03,0.02,0.03
818293,1611,37.5,39.98,26.83,39.99,39.34,44.58
818294,1611,0.55,0.05,0.65,0.95,0.55,0.56
818295,1611,0.08,0.02,0.09,0.02,0.11,0.12
818296,1611,96.97,90.0,91.73,118.9,95.98,104.52
818297,1611,0.13,0.02,0.17,0.02,0.18,0.09
818298,1611,0.16,0.02,0.17,0.18,0.2,0.16
818299,1611,0.03,0.02,0.04,0.1,0.03,0.03
818300,1611,0.02,0.02,0.04,0.05,0.05,0.04
818301,1611,8.04,5.75,6.24,10.45,8.03,9.75
818302,1611,28.6,23.88,23.53,23.88,28.04,25.68
818303,1611,17.11,17.0,14.76,16.9,17.35,19.79
818304,1611,22.48,24.99,24.68,14.0,23.56,20.12
818305,1611,34.0,35.0,41.52,32.99,36.84,26.53
820251,1611,0.03,0.02,0.03,0.03,0.02,0.04
820253,1611,9.77,7.99,9.84,9.99,9.68,10.06
820259,1611,5.5,4.5,4.78,5.0,5.79,8.65
820268,1611,7.21,6.0,8.07,7.0,9.22,10.95
820269,1611,0.03,0.02,0.07,0.02,0.05,0.06
820270,1611,0.09,0.02,0.08,0.18,0.11,0.14
820271,1611,0.06,0.02,0.08,0.02,0.06,0.05
820272,1611,4.16,2.9,3.84,3.99,4.38,4.53
820278,1611,15.12,13.89,12.86,15.84,14.63,15.89
820280,1611,78.74,84.9,48.54,87.47,84.67,134.77
820286,1611,8.09,6.0,8.6,7.5,8.49,7.52
820288,1611,0.07,0.02,0.03,0.02,0.03,0.1
820289,1611,7.01,4.0,6.4,5.0,7.97,7.83
820290,1611,7.96,6.0,7.16,6.25,7.32,7.52
820291,1611,0.05,0.02,0.07,0.02,0.08,0.06
820292,1611,0.05,0.02,0.05,0.02,0.06,0.06
820293,1611,0.08,0.02,0.04,0.02,0.03,0.09
820294,1611,0.07,0.02,0.06,0.02,0.06,0.05
820295,1611,0.07,0.02,0.07,0.05,0.13,0.1
820296,1611,10.62,9.95,10.78,10.49,11.08,11.05
820297,1611,0.08,0.02,0.07,0.02,0.06,0.16
820298,1611,7.09,5.0,6.86,6.5,7.28,8.83
820299,1611,7.81,3.9,6.67,7.79,7.21,6.92
820300,1611,6.0,5.39,7.37,6.0,7.82,8.74
820301,1611,8.49,6.0,8.36,8.0,8.69,8.57
820302,1611,9.5,8.4,9.33,10.0,11.67,15.0
820303,1611,8.15,6.0,7.89,8.79,8.54,9.12
820304,1611,9.25,8.0,9.49,8.3,9.13,9.26
820305,1611,4.2,2.95,3.66,4.0,4.08,4.3
820306,1611,0.03,0.02,0.02,0.02,0.02,0.05
820307,1611,23.67,21.0,22.48,25.46,23.87,26.61
820308,1611,25.73,21.77,22.76,23.25,23.01,21.85
820309,1611,,15.5,9.56,16.99,15.84,20.17
820542,1611,0.7,0.5,0.31,0.5,0.72,1.04
820544,1611,4.57,1.89,2.91,3.0,3.43,3.57
820546,1611,3.52,2.0,3.14,3.15,3.36,3.34
820549,1611,1.48,1.5,1.39,1.5,2.51,2.6
820552,1611,1.11,0.5,0.45,0.5,1.29,2.0
820554,1611,2.16,1.5,1.52,2.0,2.2,3.96
820557,1611,2.1,1.5,2.23,2.35,2.48,3.14
820560,1611,0.74,0.5,0.47,0.5,0.9,1.38
820566,1611,1.99,1.85,1.73,2.0,2.52,3.62
820568,1611,1.26,0.75,0.92,0.9,1.21,1.16
820571,1611,2.8,1.4,1.09,1.5,2.83,4.02
820575,1611,4.1,2.0,2.55,2.0,4.2,4.96
820578,1611,1.99,1.5,2.67,2.7,3.12,2.84
820580,1611,1.04,0.3,0.62,0.4,0.87,1.13
820584,1611,1.5,0.5,0.97,0.5,1.69,2.21
820586,1611,2.0,1.0,0.77,2.0,3.64,4.4
820589,1611,0.5,0.8,0.2,0.5,2.8,3.61
820591,1611,2.7,1.7,1.99,2.0,2.48,2.9
820594,1611,2.05,0.5,1.45,1.5,1.74,1.94
820597,1611,1.32,0.89,1.13,1.25,1.58,2.16
820600,1611,0.83,0.5,0.34,0.5,0.86,1.47
820603,1611,2.59,1.75,1.83,2.0,3.17,3.64
820719,1612,1.08,2.0,1.0,,,
820798,1611,6.78,5.0,6.96,7.7,6.93,6.22
821412,1611,5.57,4.7,5.08,5.12,5.17,6.32
821417,1611,0.09,0.05,0.02,0.09,0.3,0.55
821418,1611,0.05,0.05,0.02,0.05,0.16,0.82
821419,1611,1.16,0.75,2.04,2.99,1.9,2.42
821420,1611,1.0,0.83,0.76,1.0,2.0,2.44
821421,1611,1.46,1.2,1.26,1.38,1.59,2.44
821422,1611,,0.02,0.02,0.05,0.13,0.96
821423,1611,0.7,0.38,0.34,0.7,1.48,2.13
821424,1611,1.0,0.7,0.91,1.0,1.15,1.67
821425,1611,0.7,0.05,0.18,0.1,0.35,0.57
821426,1611,1.03,0.2,0.02,0.25,0.66,1.64
821427,1611,1.73,0.9,1.38,2.0,1.33,1.54
821428,1611,0.41,0.4,0.02,0.49,0.48,1.18
821429,1611,0.7,0.15,0.26,0.5,0.44,0.59
821430,1611,1.67,0.89,0.99,2.5,1.51,2.45
821431,1611,0.35,0.05,0.02,0.24,0.17,0.49
821432,1611,1.13,0.25,0.54,1.5,1.02,1.68
821433,1611,0.32,0.02,0.23,1.0,0.84,1.08
821434,1611,5.95,4.0,8.26,5.95,7.84,5.46
821435,1611,0.4,0.05,0.07,0.4,0.93,1.08
821436,1611,0.49,0.4,0.02,0.49,0.55,1.28
821437,1611,0.25,0.1,0.02,0.25,0.74,1.68
821438,1611,3.2,3.2,3.68,3.5,4.73,4.53
821439,1611,0.05,0.04,0.02,0.05,0.15,0.37
821440,1611,0.8,0.59,0.29,0.8,1.46,2.33
821441,1611,2.0,1.9,2.13,2.0,3.26,3.4
821442,1611,0.4,0.1,0.02,0.4,0.48,1.87
821443,1611,0.38,0.25,0.28,0.3,0.46,0.81
821444,1611,2.8,1.89,2.27,2.5,2.38,2.72
821445,1611,0.13,0.1,0.02,0.15,0.23,0.97
821446,1611,0.4,0.05,0.06,0.89,0.27,0.85
821447,1611,0.79,0.4,0.59,0.99,0.8,0.99
821448,1611,0.5,0.1,0.06,0.5,1.07,1.63
821449,1611,1.25,0.7,0.97,1.49,1.58,2.48
821450,1611,3.1,1.0,2.68,1.5,2.24,1.4
821451,1611,1.49,1.4,1.36,1.5,1.64,2.59
821452,1611,4.22,3.0,4.14,4.0,3.47,4.4
821453,1611,1.31,1.0,1.14,1.25,1.43,2.77
821454,1611,1.0,0.25,0.1,1.0,0.48,1.19
821455,1611,3.0,0.94,1.49,3.0,1.57,1.51
821456,1611,0.98,0.44,0.6,0.99,1.01,1.58
821457,1611,0.99,0.3,0.53,0.99,1.2,1.56
821458,1611,4.25,1.95,5.8,4.5,5.97,4.07
821459,1611,0.41,0.15,0.34,0.5,0.45,0.62
821460,1611,0.62,0.4,0.32,0.34,0.85,1.65
821461,1611,0.85,0.7,0.68,0.85,1.02,1.68
821462,1611,0.07,0.05,0.02,0.07,0.22,0.38
821463,1611,0.1,0.1,0.02,0.24,0.23,0.94
821464,1611,0.16,0.05,0.08,0.19,0.33,0.51
821593,1612,,1.45,,,,
821594,1615,29.99,29.99,42.25,,,
821602,1611,4.66,4.5,4.83,4.5,4.85,5.35
821603,1611,7.0,7.0,7.71,7.0,8.44,7.52
821604,1611,0.48,0.4,0.14,0.99,0.63,0.94
821605,1611,0.58,0.45,0.33,0.98,0.6,0.91
821606,1611,0.74,0.9,1.14,2.5,1.37,1.2
821607,1611,0.97,0.45,0.72,1.99,0.9,1.07
821608,1611,0.45,0.45,0.19,0.45,0.44,0.97
821609,1611,0.63,0.45,0.67,2.27,0.9,0.92
821610,1611,0.57,0.6,1.0,1.9,1.08,1.14
821611,1611,0.59,0.9,0.4,0.59,0.51,0.73
821693,1611,,,,,,
823827,1611,,,,,,
825288,1611,,,,,,
825289,1611,,,,,,
825290,1611,,,,,,
825291,1611,,,,,,
825458,1613,763.25,720.0,719.88,,,
825459,1613,57.43,45.0,57.94,,,
825460,1612,1.61,1.09,1.09,,,
825461,1611,0.03,0.02,0.03,0.02,0.03,0.03
825462,1611,0.08,0.02,0.06,0.02,0.07,0.05
825463,1611,0.06,0.02,0.04,0.02,0.05,0.03
825464,1611,0.07,0.02,0.05,0.1,0.04,0.03
825465,1611,0.04,0.02,0.04,0.02,0.03,0.05
825466,1611,0.06,0.02,0.05,0.02,0.07,0.05
825467,1611,0.03,0.02,0.04,0.03,0.03,0.04
825468,1611,0.08,0.02,0.1,0.14,0.05,0.06
825469,1611,0.03,0.02,0.03,0.02,0.03,0.05
825470,1611,0.06,0.02,0.06,0.02,0.05,0.05
825471,1611,0.07,0.02,0.06,0.02,0.03,0.05
825472,1611,0.77,0.3,0.64,0.5,0.74,0.77
825473,1611,0.05,0.02,0.05,0.02,0.08,0.05
825474,1611,0.02,0.02,0.02,0.02,0.02,0.04
825475,1611,0.05,0.02,0.05,0.02,0.07,0.05
825476,1611,0.02,0.02,0.03,0.02,0.02,0.03
825477,1611,0.44,0.2,0.36,0.48,0.44,0.49
825478,1611,0.15,0.02,0.14,0.02,0.09,0.1
825479,1611,0.04,0.02,0.03,0.02,0.04,0.03
825480,1611,0.03,0.02,0.03,0.02,0.03,0.04
825481,1611,0.03,0.02,0.02,0.02,0.03,0.03
825482,1611,0.03,0.02,0.03,0.02,0.03,0.04
825483,1611,0.21,0.02,0.1,0.05,0.06,0.15
825484,1611,0.03,0.02,0.03,0.02,0.03,0.05
825485,1611,0.66,0.25,0.64,0.59,0.61,0.63
825486,1611,0.08,0.02,0.05,0.02,0.07,0.13
825487,1611,0.63,0.15,0.77,1.65,0.73,0.59
825488,1611,0.06,0.02,0.05,0.02,0.07,0.06
825489,1611,0.05,0.02,0.07,0.02,0.07,0.04
825490,1611,0.06,0.02,0.08,0.02,0.06,0.05
825491,1611,0.03,0.02,0.04,0.02,0.03,0.04
825492,1611,0.03,0.02,0.04,0.02,0.03,0.03
825493,1611,1.25,0.79,1.19,0.92,1.08,1.31
825494,1611,0.11,0.02,0.02,0.09,0.11,0.18
825495,1611,0.13,0.02,0.17,0.02,0.25,0.11
825496,1611,24.29,21.0,23.51,22.5,23.09,23.86
826644,1611,10.1,9.9,10.41,9.9,9.91,9.9
826645,1611,2.99,1.0,2.7,2.5,2.76,2.94
826646,1611,8.0,4.98,0.02,6.0,6.87,12.18
826922,1611,2.48,1.8,2.23,2.05,2.39,3.02
826923,1611,0.09,0.02,0.09,0.02,0.12,0.13
826924,1611,0.04,0.02,0.05,0.02,0.09,0.05
826925,1611,0.11,0.02,0.12,0.02,0.06,0.08
826926,1611,0.1,0.02,0.13,0.02,0.07,0.08
826927,1611,0.03,0.02,0.04,0.03,0.03,0.04
826928,1611,0.13,0.02,0.24,0.15,0.19,0.14
826929,1611,9.33,7.6,8.95,7.53,9.04,9.48
826931,1611,0.02,0.02,0.02,0.02,0.02,0.04
826932,1611,0.02,0.02,0.04,0.02,0.05,0.06
826933,1611,0.03,0.02,0.05,0.02,0.07,0.07
826934,1611,0.13,0.02,0.18,0.05,0.23,0.14
826935,1611,0.03,0.02,0.03,0.02,0.02,0.04
826936,1611,0.21,0.02,0.33,0.35,0.23,0.16
826937,1611,0.03,0.02,0.03,0.02,0.04,0.03
826938,1611,0.19,0.02,0.2,0.15,0.16,0.18
826939,1611,0.04,0.02,0.04,0.02,0.03,0.04
828241,1611,,,,,,
828258,1611,8.99,4.75,5.09,8.99,5.07,6.87
828259,1611,7.88,6.9,8.3,8.0,8.79,8.74
828260,1611,5.3,1.65,4.84,3.5,4.75,5.04
828261,1611,4.73,3.0,4.41,4.95,5.72,7.78
828262,1611,5.97,4.5,5.03,4.5,5.68,6.03
828263,1611,2.6,1.3,1.83,1.5,2.74,3.51
828264,1611,4.41,3.1,3.36,4.0,5.2,7.04
828265,1611,4.55,2.0,3.72,4.0,5.3,6.17
828266,1611,1.5,1.0,1.35,1.5,1.8,1.87
828267,1611,5.0,4.9,4.77,5.0,5.24,6.57
828268,1615,75.63,69.95,69.39,,,
828817,1611,0.03,0.02,0.04,0.02,0.06,0.09
828819,1611,0.14,0.04,0.15,0.1,0.12,0.13
828820,1611,1.53,1.0,0.09,1.0,1.43,2.81
828821,1611,3.8,2.99,3.72,3.45,3.95,4.24
828822,1611,8.47,5.9,7.58,7.46,9.1,8.45
828824,1611,0.12,0.02,0.04,0.03,0.07,0.14
828826,1611,5.73,4.99,5.58,5.95,6.43,7.09
828830,1611,17.61,12.95,14.42,14.0,14.52,16.97
828833,1611,16.52,13.9,14.08,13.99,16.36,20.26
828836,1611,0.06,0.02,0.05,0.02,0.08,0.05
828837,1611,0.02,0.02,0.02,0.02,0.02,0.04
828838,1611,4.24,2.5,4.22,4.4,4.81,4.79
828839,1611,0.15,0.02,0.05,0.02,0.18,0.09
828844,1611,0.11,0.02,0.11,0.02,0.15,0.15
828845,1611,0.13,0.02,0.16,0.02,0.18,0.09
828846,1611,4.96,3.9,5.0,6.95,5.0,5.65
828852,1611,0.02,0.02,0.02,0.02,0.03,0.04
828856,1611,0.22,0.02,0.18,0.02,0.22,0.15
828857,1611,0.19,0.02,0.13,0.02,0.08,0.1
828858,1611,0.09,0.02,0.11,0.02,0.05,0.08
828860,1611,0.17,0.02,0.14,0.15,0.14,0.16
828861,1611,3.98,3.0,2.23,3.2,4.37,8.92
828862,1611,4.35,3.5,5.31,3.4,5.1,4.58
828863,1611,7.78,5.85,8.8,13.35,8.79,7.82
828864,1611,3.64,3.0,3.63,3.74,3.59,3.58
828865,1611,0.06,0.02,0.05,0.02,0.07,0.05
828866,1611,6.01,5.49,5.49,5.58,5.72,6.29
829761,1611,0.53,0.19,0.53,0.73,0.55,0.67
829762,1611,0.87,0.2,0.82,1.25,0.85,0.9
829763,1611,0.35,0.07,0.24,0.2,0.27,0.37
829764,1611,0.69,0.02,0.75,1.28,0.81,0.76
829765,1611,0.56,0.02,0.56,0.72,0.54,0.55
829766,1611,0.44,0.02,0.53,0.2,0.49,0.48
829767,1611,1.23,0.89,0.82,1.2,1.12,1.5
829768,1611,2.04,1.59,0.15,2.0,2.19,4.63
829769,1611,1.39,0.9,0.53,0.96,1.39,3.16
829770,1611,1.0,0.29,0.89,0.99,2.38,3.53
829771,1611,1.87,1.75,1.41,2.74,2.13,5.46
829772,1611,1.54,1.0,0.87,2.16,1.61,2.86
829775,1612,,0.3,,,,
829779,1612,,5.0,,,,
829974,1611,0.5,0.2,0.5,1.0,0.58,0.55
829975,1611,3.08,10.0,2.8,13.75,2.54,1.24
829976,1611,1.75,1.05,1.3,1.75,1.82,2.43
829977,1611,0.51,0.15,0.55,0.49,0.51,0.44
829978,1611,4.9,4.2,5.97,4.9,5.73,5.44
829979,1611,1.15,0.3,1.08,1.5,1.11,0.73
829980,1611,0.03,0.02,0.04,0.02,0.04,0.04
829981,1611,1.07,1.0,1.09,1.6,1.07,0.78
829982,1611,0.02,0.02,0.02,0.02,0.03,0.07
829983,1611,0.42,0.25,0.37,0.3,0.4,0.44
829984,1611,0.51,0.18,0.43,0.05,0.51,0.59
829985,1611,2.5,1.5,2.11,1.5,2.33,2.55
829986,1611,8.02,7.39,8.55,9.45,8.19,7.84
829987,1611,94.48,90.0,100.5,98.95,95.98,96.32
829988,1611,4.24,4.0,4.11,5.95,4.9,6.33
829989,1611,2.95,2.0,4.19,5.0,3.71,2.35
829990,1611,1.04,0.39,0.72,0.5,0.91,0.8
829991,1611,1.05,0.49,1.2,0.5,1.26,0.93
829992,1611,3.32,13.0,4.13,4.0,3.22,1.87
829993,1611,4.52,3.95,4.78,4.3,4.93,4.38
829994,1611,56.49,40.0,43.21,57.99,53.27,60.59
829995,1611,3.31,2.0,3.01,2.98,2.95,4.25
829996,1611,28.88,25.0,26.3,24.0,27.86,32.4
829997,1611,1.48,1.0,1.13,0.9,1.35,1.28
829998,1611,0.81,0.5,0.68,0.5,0.89,1.01
829999,1611,6.85,5.5,6.68,6.99,7.03,7.11
830000,1611,0.3,0.05,0.22,0.3,0.3,0.32
830001,1611,0.71,0.5,0.89,0.5,0.95,0.69
830002,1611,5.32,2.5,6.43,5.5,6.11,4.97
830003,1611,0.5,0.05,0.51,0.2,0.48,0.38
830004,1611,0.23,0.03,0.22,0.04,0.24,0.39
830005,1611,2.87,1.5,2.73,2.85,2.57,2.81
830006,1611,69.99,69.87,62.12,69.99,82.43,82.43
830007,1611,0.45,0.1,0.45,0.24,0.45,0.46
830008,1611,0.49,0.05,0.12,1.0,0.49,1.44
830009,1611,1.1,0.2,1.07,0.99,1.26,1.15
830010,1611,0.59,0.28,0.76,1.48,0.7,0.57
830011,1611,0.68,0.02,0.8,1.0,0.64,0.61
830012,1611,0.58,0.35,0.63,1.0,0.57,0.54
830013,1611,0.63,0.3,0.57,1.0,0.53,0.53
830014,1611,1.5,0.7,0.83,1.5,1.73,2.52
830015,1611,3.66,2.9,3.62,3.5,3.57,3.57
830016,1611,,79.0,81.2,83.99,99.62,99.62
830017,1611,3.0,2.0,3.1,3.0,3.13,2.48
830018,1611,3.86,3.0,3.74,3.86,4.35,3.64
830019,1611,,8.9,14.57,11.49,10.88,6.91
830020,1611,0.78,0.28,0.18,0.95,0.64,1.55
830021,1611,0.53,0.2,0.43,0.25,0.52,0.46
830022,1611,0.79,0.45,0.86,0.75,0.88,0.67
830023,1611,0.99,0.8,0.62,0.99,0.99,2.11
830024,1611,11.68,7.5,10.26,13.5,12.31,13.37
830025,1611,0.5,0.2,0.54,0.49,0.5,0.46
830026,1611,0.55,0.26,0.62,0.45,0.63,0.45
830027,1611,0.74,0.5,0.57,0.5,0.71,1.11
830028,1611,0.47,0.05,0.43,0.2,0.45,0.53
830029,1611,6.75,6.0,6.38,6.5,6.34,6.81
830030,1611,91.28,100.0,98.21,91.28,92.06,91.28
830031,1611,6.32,4.5,6.09,6.17,6.22,7.07
830032,1611,7.75,4.9,7.63,6.93,7.62,8.36
830033,1611,0.53,0.2,0.64,0.99,0.53,0.61
830034,1611,0.53,0.3,0.72,1.0,0.58,0.56
830035,1611,31.93,25.0,30.89,31.48,31.17,32.14
830036,1611,148.75,162.0,144.37,153.13,152.03,168.6
830037,1611,8.4,7.98,8.82,8.9,8.5,8.43
830038,1611,0.36,0.1,0.42,0.2,0.51,0.39
830039,1611,0.67,0.1,0.82,0.81,0.88,0.64
830040,1611,0.54,0.15,0.5,0.6,0.5,0.46
830041,1611,0.24,0.02,0.22,0.08,0.26,0.24
830042,1611,0.18,0.03,0.28,0.09,0.33,0.16
830043,1612,,2.19,,,,
830221,1613,639.98,720.0,613.8,,,
830222,1613,64.33,56.0,64.91,,,
830223,1612,1.63,1.19,2.24,,,
830520,1611,6.88,5.0,5.99,6.39,6.58,6.91
830521,1611,1.18,0.49,0.71,0.75,1.06,1.76
833405,1612,,2.44,,,,
833406,1612,,1.75,,,,
835154,1611,0.04,0.02,0.02,0.05,0.04,0.07
835156,1611,0.05,0.02,0.04,0.05,0.05,0.1
835157,1611,0.02,0.02,0.03,0.02,0.02,0.03
835158,1611,0.09,0.02,0.12,0.03,0.1,0.09
835159,1611,0.1,0.02,0.1,0.05,0.11,0.08
835160,1611,0.03,0.02,0.02,0.02,0.03,0.08
835161,1611,0.09,0.02,0.1,0.03,0.08,0.07
835162,1611,0.08,0.02,0.1,0.1,0.22,0.1
835163,1611,0.03,0.02,0.02,0.02,0.02,0.08
835164,1611,0.04,0.02,0.04,0.05,0.04,0.03
835165,1611,0.06,0.02,0.05,0.05,0.06,0.04
835166,1611,0.1,0.02,0.06,0.03,0.06,0.09
835167,1611,0.09,0.02,0.15,0.14,0.16,0.11
835168,1611,0.14,0.02,0.11,0.09,0.12,0.11
835169,1611,4.69,2.0,4.12,6.75,4.16,4.43
835170,1611,37.9,31.99,37.52,31.0,35.9,37.76
835171,1611,0.04,0.02,0.03,0.02,0.02,0.08
835172,1611,0.06,0.02,0.12,0.1,0.21,0.09
835173,1611,0.05,0.02,0.02,0.02,0.06,0.07
835174,1611,0.11,0.02,0.23,0.14,0.19,0.1
835175,1611,0.05,0.02,0.06,0.09,0.05,0.04
835176,1611,0.05,0.02,0.02,0.02,0.05,0.07
835177,1611,0.05,0.02,0.03,0.02,0.04,0.04
835178,1611,0.06,0.02,0.06,0.13,0.07,0.05
835179,1611,0.07,0.02,0.03,0.02,0.08,0.09
835180,1611,0.61,0.09,0.96,3.0,0.88,0.61
835181,1611,12.52,8.9,11.7,12.6,12.21,14.01
835182,1611,0.07,0.02,0.08,0.13,0.11,0.09
835183,1611,0.11,0.02,0.21,0.02,0.17,0.11
835184,1611,1.09,0.39,1.29,1.45,1.33,1.13
835185,1611,7.92,7.0,6.89,8.5,8.09,12.01
835186,1611,0.06,0.02,0.02,0.14,0.08,0.08
835187,1611,0.06,0.02,0.17,0.02,0.13,0.07
835188,1611,0.13,0.02,0.19,0.1,0.16,0.13
835189,1611,0.05,0.02,0.04,0.14,0.06,0.08
835190,1611,0.05,0.02,0.02,0.02,0.02,0.08
835191,1611,0.06,0.02,0.06,0.02,0.06,0.05
835192,1611,0.1,0.02,0.06,0.02,0.08,0.07
835193,1611,0.09,0.02,0.02,0.16,0.14,0.12
835194,1611,0.05,0.02,0.03,0.02,0.03,0.04
